text{ key = "inventory.caption.item.bow_light.2", value = "Arco de Luz y$Flechas de Luz" }
text{ key = "inventory.caption.item.cane.1", value = "Cana de Hielo" }
text{ key = "inventory.caption.item.carrot_counter.1", value = "Zanahorias" }
text{ key = "inventory.caption.item.crystal_counter.1", value = "Cristal Magico" }
text{ key = "inventory.caption.item.feather.1", value = "Pluma de Rito" }
text{ key = "inventory.caption.item.hammer.1", value = "Martillo de Goron" }
text{ key = "inventory.caption.item.hookshot.1", value = "Zarpa" }
text{ key = "inventory.caption.item.jade_counter.1", value = "Jade Mistico" }
text{ key = "inventory.caption.item.lamp.1", value = "Linterna" }
text{ key = "inventory.caption.item.meat_counter.1", value = "Carne" }
text{ key = "inventory.caption.item.ore_counter.1", value = "Mineral Subrosian" }
text{ key = "inventory.caption.item.plume_counter.1", value = "Diosa Pluma" }
text{ key = "inventory.caption.item.pumpkin_counter.1", value = "Calabazas" }
text{ key = "inventory.caption.item.shovel.1", value = "Pala" }
text{ key = "inventory.caption.item.stick_counter.1", value = "Palo Deku" }
text{ key = "inventory.caption.item.trading.1", value = "Hongo Extrano" }
text{ key = "inventory.caption.item.trading.2", value = "Pocion Extraño" }
text{ key = "inventory.caption.item.trading.3", value = "Máscara de Deku" }
text{ key = "inventory.caption.item.trading.4", value = "Perla Luna" }
text{ key = "inventory.caption.item.trading.5", value = "Bola de Cristal" }
text{ key = "inventory.caption.item.trading.6", value = "Tasty Meat" }
text{ key = "inventory.caption.item.trading.7", value = "Carne Sabrosa" }
text{ key = "inventory.caption.item.trading.8", value = "Platanos" }
text{ key = "inventory.caption.item.trading.9", value = "Florero Goron" }
text{ key = "inventory.caption.item.trading.10", value = "Escala Zora" }
text{ key = "inventory.caption.item.trading.11", value = "Pez Congelado" }
text{ key = "inventory.caption.item.trading.12", value = "Artes Culinarias$de Hyrule" }
text{ key = "inventory.caption.item.trading.13", value = "Secuencia Completada" }

text{ key = "options.caption.press_action_change_mode", value = "Pulsa Accion para$otro modo de video" }
text{ key = "options.caption.press_action_change_controls", value = "Pulsa Accion para$otro esquema de control" }
text{ key = "options.caption.press_action_customize_key", value = "Pulsa Accion para$configurar tecla" }
text{ key = "options.caption.press_key", value = "Pulsa alguna tecla$del teclado o mando" }

text{ key = "options.video_mode.windowed", value = "Ventana" }
text{ key = "options.video_mode.fullscreen", value = "Pantalla completa estirada" }

text{ key = "options.control_scheme.keyboard", value = "PC/Console" }
text{ key = "options.control_scheme.touch_1", value = "Toque Mitad" }
text{ key = "options.control_scheme.touch_2", value = "Toque Completo" }

text{ key = "options.commands_column", value = "Controles" }
text{ key = "options.keyboard_column", value = "Teclado" }
text{ key = "options.joypad_column", value = "Mando" }

text{ key = "options.command.action", value = "Accion" }
text{ key = "options.command.attack", value = "Espada" }
text{ key = "options.command.item_1", value = "Item Izq" }
text{ key = "options.command.item_2", value = "Item Der" }
text{ key = "options.command.pause", value = "Pausa" }
text{ key = "options.command.right", value = "Derecha" }
text{ key = "options.command.up", value = "Arriba" }
text{ key = "options.command.left", value = "Izquierda" }
text{ key = "options.command.down", value = "Abajo" }

text{ key = "save_dialog.yes", value = "Si" }
text{ key = "save_dialog.no", value = "No" }
text{ key = "save_dialog.save_question_0", value = "¿Te gustaria" }
text{ key = "save_dialog.save_question_1", value = "guardar la partida?" }
text{ key = "save_dialog.continue_question_0", value = "¿Te gustaria" }
text{ key = "save_dialog.continue_question_1", value = "seguir jugando?" }

text{ key = "selection_menu.phase.select_file", value = "Selecciona un archivo" }
text{ key = "selection_menu.phase.choose_mode", value = "Escoge un modo de juego" }
text{ key = "selection_menu.phase.choose_name", value = "¿Cual es tu nombre?" }
text{ key = "selection_menu.phase.confirm_erase", value = "¿Estas seguro?" }
text{ key = "selection_menu.phase.erase_file", value = "Selecciona archivo para borrar" }
text{ key = "selection_menu.phase.options", value = "Pulsa la barra espaciadora para cambiar" }
text{ key = "selection_menu.phase.options.changing", value = "<  >: elegir, Espacio: validar" }
text{ key = "selection_menu.erase", value = "Borrar" }
text{ key = "selection_menu.cancel", value = "Cancelar" }
text{ key = "selection_menu.big_yes", value = "SI" }
text{ key = "selection_menu.big_no", value = "NO" }
text{ key = "selection_menu.empty", value = "Vacío" }
text{ key = "selection_menu.options", value = "Opciones" }
text{ key = "selection_menu.back", value = "Volver" }
text{ key = "selection_menu.options.language", value = "Idioma" }
text{ key = "selection_menu.options.video_mode", value = "Modo de Video" }
text{ key = "selection_menu.options.control_scheme", value = "Esquema de Control" }
text{ key = "selection_menu.options.music_volume", value = "Volumen Musica" }
text{ key = "selection_menu.options.sound_volume", value = "Volumen Sonidos" }

text{ key = "title_screen.website", value = "http://sites.google.com/site/zeldabom" }
text{ key = "title_screen.press_space", value = "Pulsa Espacio" }

text{ key = "credits.1", value = "CREDITOS --------$Gracias por jugar!" }
text{ key = "credits.2", value = "Engine -----$Solarus Engine$Creado por Christopho$ $Solarus Quest Editor$Creado por Christopho y maxs$ $Un agradecimiento especial a toda la$forum.solarus-games.org comunidad!" }
text{ key = "credits.3", value = "Mapas -----$ZeldaHistorian (Matt Wright)$Renkineko - Lost Woods$ $Scripts -----$ZeldaHistorian$Christopho$Renkineko$Diarandor" }
text{ key = "credits.4", value = "Pantalla de Título -----$AGuyWhoGames00$ $Play Testers -----$proutout$MetalES$Diarandor$christopho$ZeroScore" }
text{ key = "credits.5", value = "Relato -----$ZeroScore (Justin Wright)$ZeldaHistorian" }
text{ key = "credits.6", value = "Sprites/Baldosas -----$Moffett1990 - Floria Baba/Ritos$DJVenom - Beamos$ChaosMiles07 - Ordon Shield/item sprites$Leduardo - Anouki$Desgardes - Subrosians/Tokay/Zoras$Inverder - Giga base (ReDead)$Hero of Time - Big Poe$Gazamaluke7377 / msdbzamine - ReDead$TroutBoy / NewLink - Helmaroc base$TroutBoy - Zora King$Pucifur27 - Hyrule guard$Kleaver & Linkus" }
text{ key = "credits.7", value = "Musica -----$ellebirdy23 (Alisa) - Book of Mudora (Laruto's Lament)$Richard Wurth - Interloper Sanctum (Serendipity)$Laura Shigihara - Ballad of the Goddess (Marryn)$Shady Cicada - Groose Theme Rock Cover (Gruce)$Zelda Reorchestrated Team$Nintendo of America" }
text{ key = "credits.8", value = "Un agradecimiento muy especial a...$ $Satoru Iwata$ $Quien le dio a mi ninez algo para amar." }

text{ key = "quests.title.i1027", value = "Ordon Festival" }
text{ key = "quests.title.i1029", value = "Goron Enfermedad" }
text{ key = "quests.title.i1030", value = "Desague Hylia Lago" }
text{ key = "quests.title.i1032", value = "Biblioteca Antigua" }
text{ key = "quests.title.i1068", value = "Conflictos Forestales" }
text{ key = "quests.title.i1807", value = "Libro de Mudora" }
text{ key = "quests.title.i1601", value = "Solicitud de Herrero" }
text{ key = "quests.title.i1602", value = "Amor del Lenador" }
text{ key = "quests.title.i1603", value = "Gran Hada del Coraje" }
text{ key = "quests.title.i1604", value = "Gran Hada del Poder" }
text{ key = "quests.title.i1605", value = "Gran Hada de Sabiduria" }
text{ key = "quests.title.i1606", value = "Gran Hada del Amabilidad" }
text{ key = "quests.title.i1607", value = "Gran Hada de Magia" }
text{ key = "quests.title.i1608", value = "Gran Reina de Hadas" }
text{ key = "quests.title.i1615", value = "Recolección de Libros" }
text{ key = "quests.title.i1631", value = "Recolección de Plantas" }
