text{ key = "inventory.caption.item.bow.2", value = "Arc & Fleches" }
text{ key = "inventory.caption.item.bow_light.1", value = "Arc Lumiere" }
text{ key = "inventory.caption.item.bow_light.2", value = "Arc Lumiere &$Fleches Lumiere" }
text{ key = "inventory.caption.item.cane.1", value = "Canne de Glace" }
text{ key = "inventory.caption.item.carrot_counter.1", value = "Carottes" }
text{ key = "inventory.caption.item.crystal_counter.1", value = "Cristal Magique" }
text{ key = "inventory.caption.item.feather.1", value = "Plume Rito" }
text{ key = "inventory.caption.item.hammer.1", value = "Marteau Goron" }
text{ key = "inventory.caption.item.hookshot.1", value = "Grappin" }
text{ key = "inventory.caption.item.jade_counter.1", value = "Jade Mystique" }
text{ key = "inventory.caption.item.lamp.1", value = "Lanterne" }
text{ key = "inventory.caption.item.meat_counter.1", value = "Viande" }
text{ key = "inventory.caption.item.ore_counter.1", value = "Minerai Subrosian" }
text{ key = "inventory.caption.item.plume_counter.1", value = "Plume de Deesse" }
text{ key = "inventory.caption.item.pumpkin_counter.1", value = "Citrouilles" }
text{ key = "inventory.caption.item.shovel.1", value = "Pelle" }
text{ key = "inventory.caption.item.stick_counter.1", value = "Baton Deku" }
text{ key = "inventory.caption.item.trading.1", value = "Champignon etrange" }
text{ key = "inventory.caption.item.trading.10", value = "Balance Zora" }
text{ key = "inventory.caption.item.trading.11", value = "Poisson Congele" }
text{ key = "inventory.caption.item.trading.12", value = "Livre des arts culinaires d'Hyrule" }
text{ key = "inventory.caption.item.trading.13", value = "Sequence Terminee" }
text{ key = "inventory.caption.item.trading.2", value = "Potion etrange" }
text{ key = "inventory.caption.item.trading.3", value = "Masque Deku" }
text{ key = "inventory.caption.item.trading.4", value = "Larme de Lune" }
text{ key = "inventory.caption.item.trading.5", value = "Boule de Cristal" }
text{ key = "inventory.caption.item.trading.6", value = "Viande Delicieuse" }
text{ key = "inventory.caption.item.trading.7", value = "Nourriture pour Chien" }
text{ key = "inventory.caption.item.trading.8", value = "Bananes" }
text{ key = "inventory.caption.item.trading.9", value = "Vase Goron" }
text{ key = "map.caption.dungeon_name_1", value = "Egouts Hyruliens/Ruines" }
text{ key = "map.caption.dungeon_name_2", value = "Bosquet Sacré" }
text{ key = "map.caption.dungeon_name_3", value = "Pyramide Abandonnée" }
text{ key = "map.caption.dungeon_name_4", value = "Mausolée de la Montagne" }
text{ key = "map.caption.dungeon_name_5", value = "Repaire du lit du Lac" }
text{ key = "map.caption.dungeon_name_6", value = "Cavernes Snowpeak" }
text{ key = "map.caption.dungeon_name_7", value = "Tour des Vents" }
text{ key = "map.caption.dungeon_name_8", value = "Sanctuaire des Intrus" }
text{ key = "map.caption.warp", value = "Sélectionnez un point de téléportation" }
text{ key = "map.caption.world_map", value = "Carte du Monde" }
text{ key = "options.caption.press_action_change_controls", value = "Appuyez sur Action$pour changer de controles" }
text{ key = "options.caption.press_action_change_mode", value = "Appuyez sur Action$pour changer de mode" }
text{ key = "options.caption.press_action_change_shader", value = "Appuyez sur Action$pour changer de shader" }
text{ key = "options.caption.press_action_customize_key", value = "Appuyez sur Action pour$configurer cette touche" }
text{ key = "options.caption.press_key", value = "Appuyez sur une touche$du clavier ou du joypad" }
text{ key = "options.command.action", value = "Action" }
text{ key = "options.command.attack", value = "Epee" }
text{ key = "options.command.down", value = "Bas" }
text{ key = "options.command.item_1", value = "Obj Gauche" }
text{ key = "options.command.item_2", value = "Obj Droit" }
text{ key = "options.command.left", value = "Gauche" }
text{ key = "options.command.pause", value = "Pause" }
text{ key = "options.command.right", value = "Droite" }
text{ key = "options.command.up", value = "Haut" }
text{ key = "options.commands_column", value = "Commandes" }
text{ key = "options.control_scheme.keyboard", value = "PC/Console" }
text{ key = "options.control_scheme.touch_1", value = "Toucher Moitie" }
text{ key = "options.control_scheme.touch_2", value = "Toucher Complet" }
text{ key = "options.joypad_column", value = "Joypad" }
text{ key = "options.keyboard_column", value = "Clavier" }
text{ key = "options.video_mode.fullscreen", value = "Plein ecran" }
text{ key = "options.video_mode.windowed", value = "Fenetre" }
text{ key = "quest_status.caption.bomb_bag_1", value = "Sac de Bombe" }
text{ key = "quest_status.caption.bomb_bag_2", value = "Gros Sac de Bombe " }
text{ key = "quest_status.caption.bomb_bag_3", value = "Sac de Bombe Géant" }
text{ key = "quest_status.caption.flippers_1", value = "Palmes" }
text{ key = "quest_status.caption.glove_1", value = "Bracelet en Fer" }
text{ key = "quest_status.caption.glove_2", value = "Bracelet en Or" }
text{ key = "quest_status.caption.ocarina_1", value = "Ocarina du Vent" }
text{ key = "quest_status.caption.pieces_of_heart", value = "Fragments de Coeur" }
text{ key = "quest_status.caption.quests", value = "Details de la quete" }
text{ key = "quest_status.caption.quiver_1", value = "Carquois" }
text{ key = "quest_status.caption.quiver_2", value = "Grand Carquois" }
text{ key = "quest_status.caption.quiver_3", value = "Carquois Géant" }
text{ key = "quest_status.caption.rupee_bag_1", value = "Portefeuille" }
text{ key = "quest_status.caption.rupee_bag_2", value = "Grand Portefeuille" }
text{ key = "quest_status.caption.rupee_bag_3", value = "Portefeuille Géant" }
text{ key = "quest_status.caption.shield_1", value = "Bouclier Ordon" }
text{ key = "quest_status.caption.shield_2", value = "Bouclier Hylian" }
text{ key = "quest_status.caption.shield_3", value = "Bouclier de Lumiere" }
text{ key = "quest_status.caption.sword_1", value = "Epee Ordon" }
text{ key = "quest_status.caption.sword_2", value = "Epee Forgée" }
text{ key = "quest_status.caption.sword_3", value = "Epee de Lumiere" }
text{ key = "quest_status.caption.tunic_1", value = "Cotte de Mailles$Verte" }
text{ key = "quest_status.caption.tunic_2", value = "Cotte de Mailles$Rouge" }
text{ key = "quest_status.caption.tunic_3", value = "Cotte de Mailles$Bleue" }
text{ key = "quest_status.caption.tunic_4", value = "Cotte de Mailles$Violet" }
text{ key = "quests.title.i1027", value = "Festival Ordon" }
text{ key = "quests.title.i1029", value = "Maladie des Gorons" }
text{ key = "quests.title.i1030", value = "Drainer le Lac Hylia" }
text{ key = "quests.title.i1032", value = "Bibliotheque Ancienne" }
text{ key = "quests.title.i1068", value = "Conflits Forestiers" }
text{ key = "quests.title.i1601", value = "Requete du Forgeron" }
text{ key = "quests.title.i1602", value = "Bucheron Amour" }
text{ key = "quests.title.i1603", value = "Grande Fee de Courage" }
text{ key = "quests.title.i1604", value = "Grande Fee de Puissance" }
text{ key = "quests.title.i1605", value = "Grande Fee de Sagesse" }
text{ key = "quests.title.i1606", value = "Grande Fee de la Gentillesse" }
text{ key = "quests.title.i1607", value = "Grande Fee de la Magie" }
text{ key = "quests.title.i1608", value = "Grande Reine de Fees" }
text{ key = "quests.title.i1612", value = "Voleur de bouteille" }
text{ key = "quests.title.i1615", value = "Recuperation de Livres" }
text{ key = "quests.title.i1631", value = "Recuperation des Plantes" }
text{ key = "quests.title.i1651", value = "Le grand architecte" }
text{ key = "quests.title.i1652", value = "Minerai maître" }
text{ key = "quests.title.i1807", value = "Livre de Mudora" }
text{ key = "quests.title.i1840", value = "Séance de troc" }
text{ key = "save_dialog.continue_question_0", value = "Voulez-vous continuer" }
text{ key = "save_dialog.continue_question_1", value = "la partie?" }
text{ key = "save_dialog.no", value = "Non" }
text{ key = "save_dialog.save_question_0", value = "Voulez-vous sauvegarder" }
text{ key = "save_dialog.save_question_1", value = "votre progression?" }
text{ key = "save_dialog.yes", value = "Oui" }
text{ key = "selection_menu.back", value = "Retour" }
text{ key = "selection_menu.big_no", value = "NON" }
text{ key = "selection_menu.big_yes", value = "OUI" }
text{ key = "selection_menu.cancel", value = "Annuler" }
text{ key = "selection_menu.empty", value = "Vide" }
text{ key = "selection_menu.erase", value = "Effacer" }
text{ key = "selection_menu.options", value = "Options" }
text{ key = "selection_menu.options.control_scheme", value = "Schema de Controle" }
text{ key = "selection_menu.options.language", value = "Langue" }
text{ key = "selection_menu.options.music_volume", value = "Volume de la Musique" }
text{ key = "selection_menu.options.sound_volume", value = "Volume des Sons" }
text{ key = "selection_menu.options.video_mode", value = "Mode Video" }
text{ key = "selection_menu.options.video_shader", value = "Video Shader" }
text{ key = "selection_menu.phase.choose_mode", value = "Choisissez un mode de jeu" }
text{ key = "selection_menu.phase.choose_name", value = "Quel est votre nom?" }
text{ key = "selection_menu.phase.confirm_erase", value = "Etes-vous sur?" }
text{ key = "selection_menu.phase.erase_file", value = "Quel fichier voulez-vous effacer" }
text{ key = "selection_menu.phase.options", value = "Appuyez sur espace pour modifier" }
text{ key = "selection_menu.phase.options.changing", value = "<  > : choisir, Espace : valider" }
text{ key = "selection_menu.phase.select_file", value = "Veuillez choisir un fichier" }
text{ key = "title_screen.press_space", value = "Appuyez sur espace" }
text{ key = "title_screen.website", value = "http://sites.google.com/site/zeldabom" }
